2025-08-26 15:32:19,126 | INFO     | EnhancedRetrievalSystem | info:684 | 🌐 Network components initialized
2025-08-26 15:32:19,240 | INFO     | EnhancedRetrievalSystem | info:684 | Logo loaded successfully from: logo.png
2025-08-26 15:32:19,387 | INFO     | EnhancedRetrievalSystem | info:684 | Loading CLIP model from: openai/clip-vit-large-patch14
2025-08-26 15:32:32,018 | INFO     | EnhancedRetrievalSystem | info:684 | CLIP model loaded successfully | model_path=openai/clip-vit-large-patch14 | device=cpu | model_name=CLIPModel
2025-08-26 15:32:32,019 | WARNING  | EnhancedRetrievalSystem | warning:693 | Slow operation detected | operation=load_clip_model | duration=12.631805181503296
2025-08-26 15:32:32,074 | INFO     | EnhancedRetrievalSystem | info:684 | FAISS Retriever initialized | index_type=IndexFlatIP | gpu_enabled=False
2025-08-26 15:32:32,176 | INFO     | EnhancedRetrievalSystem | info:684 | OpenAI conversational agent initialized successfully | model=gpt-4o | tools_count=4
2025-08-26 15:32:32,265 | INFO     | EnhancedRetrievalSystem | info:684 | Using OpenAI model for translation: gpt-4o
2025-08-26 15:32:32,266 | INFO     | EnhancedRetrievalSystem | info:684 | OpenAI translation agent initialized successfully
2025-08-26 15:32:32,320 | WARNING  | EnhancedRetrievalSystem | warning:693 | Initial health check found issues: ['faiss: No FAISS index loaded', 'faiss: No metadata available', 'metadata: No metadata loaded']
2025-08-26 15:32:32,321 | INFO     | EnhancedRetrievalSystem | info:684 | Enhanced Retrieval System initialized successfully
2025-08-26 15:32:32,357 | INFO     | EnhancedRetrievalSystem | info:684 | Main window initialized
2025-08-26 16:00:45,201 | INFO     | EnhancedRetrievalSystem | info:684 | 🚀 Starting unified index build: C:/Data/Project/One_for_all_v3.0/keyframesv2.0 → C:/Data/Project/One_for_all_v3.0/index/test.rvdb
2025-08-26 16:00:45,204 | INFO     | EnhancedRetrievalSystem | info:684 | ⚙️ Config: 4 workers, compression level 6
2025-08-26 16:00:50,501 | INFO     | EnhancedRetrievalSystem | info:684 | 📂 Opening file in mode 'w': existing_data=False, resume=False
2025-08-26 16:00:50,521 | INFO     | EnhancedRetrievalSystem | info:684 | 📝 No existing data found, creating new index with 902 files
2025-08-26 16:00:50,523 | INFO     | EnhancedRetrievalSystem | info:684 | 🔄 Processing chunk 1/1: 902 files
2025-08-26 16:11:06,586 | INFO     | EnhancedRetrievalSystem | info:684 | 💾 Saving checkpoint at chunk 1...
2025-08-26 16:11:06,595 | INFO     | EnhancedRetrievalSystem | info:684 | ✅ Checkpoint saved: 902 vectors, 902 metadata
2025-08-26 16:11:06,596 | INFO     | EnhancedRetrievalSystem | info:684 | 🏗️ Building final FAISS index with 902 vectors...
2025-08-26 16:11:07,006 | INFO     | EnhancedRetrievalSystem | info:684 | ✅ Unified index created successfully!
2025-08-26 16:11:07,007 | INFO     | EnhancedRetrievalSystem | info:684 | 📊 Total scanned: 902 files, New processed: 902, Resumed: 0
2025-08-26 16:11:07,007 | INFO     | EnhancedRetrievalSystem | info:684 | 🎯 Final index contains: 902 vectors, 902 metadata entries
2025-08-26 16:11:07,008 | INFO     | EnhancedRetrievalSystem | info:684 | ⏱️ Build time: 621.80s, Chunks: 1, Checkpoints: 1
2025-08-26 16:11:07,010 | INFO     | EnhancedRetrievalSystem | info:684 | 📦 Final size: 147.38 MB
2025-08-26 16:11:07,010 | INFO     | EnhancedRetrievalSystem | info:684 | 🗜️ Compression ratio: 1.00x
2025-08-26 16:11:07,011 | INFO     | EnhancedRetrievalSystem | info:684 | 💾 Memory usage: STREAMING (constant ~2000MB instead of 1.8MB)
2025-08-26 16:11:07,015 | INFO     | EnhancedRetrievalSystem | info:684 | 🎉 Unified index created successfully!
2025-08-26 16:11:07,016 | INFO     | EnhancedRetrievalSystem | info:684 | 📊 Performance: 902 files in 621.81s
